Data;Godzina;CEPS_EXP;CEPS_IMP;CZ;SEPS_EXP;SEPS_IMP;SE;50HzT_EXP;50HzT_IMP;DE;SVK_EXP;SVK_IMP;SE;UA_IMP;UA;LIT_EXP;LIT_IMP;LIT;;;Wymiana Miêdzysystemowa równoleg³a
20180120;4;-439,575;0;-439,575;-370,338;0;-370,338;0;897,188;897,188;0;594,9;594,9;207,663;207,663;-317,838;0;-317,838;;;
20180120;5;-460,675;0;-460,675;-411,275;0;-411,275;0;986,963;986,963;0;595,05;595,05;207,95;207,95;-273,888;0;-273,888;;;
20180120;6;-462,113;0;-462,113;-497,125;0;-497,125;0;1095,525;1095,525;0;594,988;594,988;209,488;209,488;-140,013;0;-140,013;;;
20180120;7;-202,2;0;-202,2;-396,95;0;-396,95;0;1077,938;1077,938;0;595,363;595,363;209,213;209,213;-96,3;0;-96,3;;;
20180120;8;-234,75;0;-234,75;-537,913;0;-537,913;0;1147,663;1147,663;0;595,475;595,475;209,275;209,275;0;22,775;22,775;;;
20180120;9;-184,3;0;-184,3;-502,963;0;-502,963;0;1196,213;1196,213;0;595,575;595,575;209,1;209,1;-96,625;0;-96,625;;;
20180120;10;-81,063;0;-81,063;-477,55;0;-477,55;0;1226,288;1226,288;0;595,35;595,35;208,413;208,413;0;47,825;47,825;;;
20180120;11;-64,113;0;-64,113;-483;0;-483;0;1188,95;1188,95;0;595,2;595,2;206,75;206,75;0;150,8;150,8;;;
20180120;12;-10,25;0;-10,25;-445,913;0;-445,913;0;1136,375;1136,375;0;595,263;595,263;208,65;208,65;0;216,438;216,438;;;
20180120;13;-17,45;0;-17,45;-374,3;0;-374,3;0;1050,313;1050,313;0;595,675;595,675;208,3;208,3;0;247,975;247,975;;;
20180120;14;-38,65;0;-38,65;-356,05;0;-356,05;0;1108,288;1108,288;0;595,85;595,85;207,463;207,463;0;244,213;244,213;;;
20180120;15;-36,588;0;-36,588;-283,175;0;-283,175;0;1029,213;1029,213;0;596,013;596,013;207,263;207,263;0;73,5;73,5;;;
20180120;16;-131,275;0;-131,275;-330,775;0;-330,775;0;1025,775;1025,775;0;595,788;595,788;205,55;205,55;0;4,65;4,65;;;
20180120;17;-90,163;0;-90,163;-372,825;0;-372,825;0;1126,663;1126,663;0;595,975;595,975;206,625;206,625;0;58,075;58,075;;;
